City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
503,Kasongo-Lunda,CD,-6.4667,16.8167,68.97,97,74,0.36,broken clouds
504,Wattegama,LK,6.7989,81.4808,80.33,64,100,4.74,overcast clouds
505,San Vicente,AR,-26.6167,-54.1333,53.46,93,0,3.49,clear sky
506,Camocim,BR,-2.9022,-40.8411,77.41,77,7,15.28,clear sky
507,Naberera,TZ,-4.2,36.9333,53.85,95,95,3.76,overcast clouds
508,Doha,QA,25.2867,51.5333,82.38,78,0,6.91,clear sky
509,Necochea,AR,-38.5473,-58.7368,42.08,84,49,8.05,scattered clouds
510,Apatou,GF,5.155,-54.3472,74.05,97,99,2.59,overcast clouds
511,Apatity,RU,67.5641,33.4031,38.53,96,100,4.12,overcast clouds
512,Fort Nelson,CA,58.8053,-122.7002,49.59,50,75,3.44,broken clouds
513,Dzilam Gonzalez,MX,21.2833,-88.9333,74.75,86,74,4.79,broken clouds
514,Baculin,PH,7.4525,126.5842,84.96,69,89,2.42,light rain
515,Havre-Saint-Pierre,CA,50.2334,-63.5986,41.0,74,0,4.61,clear sky
516,Aberdeen,GB,57.1437,-2.0981,52.29,76,40,5.75,scattered clouds
517,Kovdor,RU,67.5662,30.4758,39.83,98,100,4.27,overcast clouds
518,Yumen,CN,40.2833,97.2,40.91,11,39,19.69,scattered clouds
519,Mapimi,MX,25.8167,-103.85,68.41,48,100,9.31,overcast clouds
520,Port Hedland,AU,-20.3167,118.5667,80.65,61,0,11.5,clear sky
521,Saryozek,KZ,44.3583,77.9753,48.78,26,24,2.24,few clouds
522,Sibolga,ID,1.7427,98.7792,81.05,76,99,0.16,light rain
523,Khanpur,PK,28.6453,70.6567,79.63,64,0,10.02,clear sky
